Date,AAPL,MSFT,NVDA,GOOGL,JPM,BAC,GS,UNH,JNJ,LLY,XOM,CVX,SPY,BND
2021-09-21,139.8974609375,282.9275817871094,21.15283203125,137.7224884033203,134.9905242919922,34.621498107910156,332.94830322265625,379.0318298339844,143.0880126953125,219.95660400390625,45.016151428222656,77.62142944335938,406.58233642578125,73.25928497314453
2021-09-22,142.25787353515625,286.5553283691406,21.84478187561035,138.96119689941406,137.5759735107422,35.51513671875,341.4793395996094,375.6859436035156,142.566162109375,218.16957092285156,46.33373260498047,79.9046401977539,410.5484619140625,73.33551788330078
2021-09-23,143.21376037597656,287.495849609375,22.383411407470703,139.88490295410156,142.22625732421875,36.88654708862305,347.14007568359375,375.0700378417969,143.37493896484375,221.87741088867188,47.9030876159668,81.88505554199219,415.53668212890625,72.94585418701172
2021-09-24,143.30152893066406,287.29437255859375,21.984167098999023,140.87449645996094,143.86753845214844,37.28468704223633,346.24530029296875,374.1967468261719,142.9401397705078,221.39959716796875,48.33109664916992,82.32697296142578,416.2211608886719,72.79337310791016
2021-09-27,141.7897186279297,282.322998046875,21.565013885498047,139.7422637939453,147.34422302246094,38.27565002441406,354.18280029296875,372.53289794921875,141.9052276611328,216.35386657714844,49.766170501708984,84.26649475097656,415.03033447265625,72.70867919921875
2021-09-28,138.41493225097656,272.1019592285156,20.608230590820312,134.54965209960938,146.550048828125,38.18716812133789,345.0494689941406,366.4201965332031,141.5921630859375,211.766845703125,50.2864875793457,84.58563995361328,406.6667175292969,72.39520263671875
2021-09-29,139.312255859375,272.5625,20.427024841308594,133.0870819091797,146.43536376953125,38.107540130615234,340.96551513671875,368.0655822753906,142.64447021484375,220.13816833496094,50.25292205810547,84.56111145019531,407.3511657714844,72.40370178222656
2021-09-30,138.01504516601562,270.5663146972656,20.62515640258789,132.4159698486328,144.4411163330078,37.55897521972656,334.88836669921875,359.17669677734375,140.452880859375,220.7975616455078,49.36333465576172,83.0225830078125,402.3724060058594,72.38673400878906
2021-10-01,139.1366729736328,277.4571228027344,20.65104103088379,135.25595092773438,147.47657775878906,38.11638259887695,336.6335754394531,360.73016357421875,139.55712890625,219.40231323242188,51.134117126464844,85.37946319580078,407.1542053222656,72.63277435302734
2021-10-04,135.71311950683594,271.7083740234375,19.645471572875977,132.39964294433594,147.3177490234375,38.3464241027832,331.4511413574219,355.74798583984375,138.47000122070312,214.8726348876953,51.79710006713867,85.6986312866211,401.9035949707031,72.5819320678711
2021-10-05,137.63462829589844,277.13092041015625,20.36132049560547,134.7408447265625,149.72348022460938,39.12504959106445,341.7803955078125,361.6493835449219,138.78309631347656,220.6828155517578,51.71317672729492,86.63153839111328,406.08538818359375,72.40371704101562
2021-10-06,138.50271606445312,281.3056335449219,20.609224319458008,136.26832580566406,150.04307556152344,39.14272689819336,343.76483154296875,362.40313720703125,139.0701141357422,217.73951721191406,50.764854431152344,85.87049102783203,407.7731018066406,72.43769073486328
2021-10-07,139.7609405517578,282.9755554199219,20.982580184936523,137.91270446777344,150.992919921875,39.036556243896484,346.04150390625,372.0090637207031,140.31375122070312,222.83302307128906,50.90752029418945,86.4842529296875,411.2984924316406,72.23402404785156
2021-10-08,139.38055419921875,282.9755554199219,20.73965072631836,138.4678955078125,151.1082763671875,39.23120880126953,347.981689453125,375.46527099609375,139.9571533203125,223.55926513671875,52.18314743041992,88.42376708984375,410.5484619140625,72.0558853149414
2021-10-11,139.292724609375,282.3805236816406,20.604249954223633,137.6046142578125,147.93026733398438,38.735740661621094,341.2756652832031,372.27557373046875,139.3657684326172,223.30128479003906,51.66282653808594,87.67086029052734,407.576171875,71.9455795288086
2021-10-12,138.02476501464844,281.0849304199219,20.580352783203125,135.162841796875,146.7939910888672,38.52338409423828,342.4183349609375,370.6669616699219,137.1394500732422,222.4507598876953,51.39427947998047,87.6872329711914,406.5729675292969,72.2085952758789
2021-10-13,137.43954467773438,284.37677001953125,20.847179412841797,136.28515625,142.9235076904297,38.16947937011719,342.22344970703125,370.951904296875,138.45260620117188,225.94837951660156,51.25160598754883,88.21099090576172,408.03564453125,72.40371704101562
